query_id,workload_file,workload_row_number,table_name,column_name,predicate_value,expected_matching_rows,expected_matching_percent,query_ngram_count,query_fingerprint_width,query_fingerprint_ones,metadata_version,merge_step,metadata_file,partition_file_count,metadata_total_size_bytes,ground_truth_partition_count,metadata_partition_count,pruned_partition_count,false_positive_partition_count,false_negative_partition_count
12,title.title_queries.txt,13,title,title,30,16745,0.66229959%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
13,title.title_queries.txt,14,title,title,affa,2233,0.08831980%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
14,title.title_queries.txt,15,title,title,affai,2108,0.08337579%,3,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
15,title.title_queries.txt,16,title,title,alf,1987,0.07858998%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
16,title.title_queries.txt,17,title,title,ama,16451,0.65067128%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
17,title.title_queries.txt,18,title,title,an,375124,14.83693468%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
18,title.title_queries.txt,19,title,title,and,106720,4.22099804%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
19,title.title_queries.txt,20,title,title,anne,3419,0.13522856%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
20,title.title_queries.txt,21,title,title,arm,8536,0.33761656%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
21,title.title_queries.txt,22,title,title,at,196254,7.76225403%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
22,title.title_queries.txt,23,title,title,au,55156,2.18153456%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
23,title.title_queries.txt,24,title,title,auf,3961,0.15666579%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,154,155,0,1,0
24,title.title_queries.txt,25,title,title,awa,10202,0.40351033%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
25,title.title_queries.txt,26,title,title,awak,743,0.02938720%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,149,155,0,6,0
26,title.title_queries.txt,27,title,title,awards,2536,0.10030408%,4,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,147,155,0,8,0
27,title.title_queries.txt,28,title,title,ba,86795,3.43292284%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
28,title.title_queries.txt,29,title,title,babes,551,0.02179320%,3,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,120,155,0,35,0
29,title.title_queries.txt,30,title,title,bail,600,0.02373125%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,144,155,0,11,0
30,title.title_queries.txt,31,title,title,bat,8897,0.35189486%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
31,title.title_queries.txt,32,title,title,bea,11317,0.44761090%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
32,title.title_queries.txt,33,title,title,ben,9233,0.36518436%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
33,title.title_queries.txt,34,title,title,big,10558,0.41759087%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
34,title.title_queries.txt,35,title,title,bio,1247,0.04932144%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
35,title.title_queries.txt,36,title,title,bir,6333,0.25048333%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
36,title.title_queries.txt,37,title,title,bl,53010,2.09665579%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
37,title.title_queries.txt,38,title,title,block,1004,0.03971029%,3,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,153,155,0,2,0
38,title.title_queries.txt,39,title,title,bonn,631,0.02495736%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,147,155,0,8,0
39,title.title_queries.txt,40,title,title,boy,8802,0.34813741%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
40,title.title_queries.txt,41,title,title,br,51305,2.02921950%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
41,title.title_queries.txt,42,title,title,brea,6032,0.23857815%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
42,title.title_queries.txt,43,title,title,bri,12343,0.48819133%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
43,title.title_queries.txt,44,title,title,british,611,0.02416632%,5,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,140,155,0,15,0
44,title.title_queries.txt,45,title,title,ca,115751,4.57819288%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
45,title.title_queries.txt,46,title,title,cars,801,0.03168122%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,152,155,0,3,0
46,title.title_queries.txt,47,title,title,ce,92290,3.65026152%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
47,title.title_queries.txt,48,title,title,ch,175082,6.92485738%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
48,title.title_queries.txt,49,title,title,cha,35816,1.41659732%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
49,title.title_queries.txt,50,title,title,chan,8078,0.31950171%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
50,title.title_queries.txt,51,title,title,charl,2521,0.09971080%,3,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
51,title.title_queries.txt,52,title,title,chicken,991,0.03919611%,5,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,153,155,0,2,0
52,title.title_queries.txt,53,title,title,cl,27352,1.08182851%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
53,title.title_queries.txt,54,title,title,co,117375,4.64242546%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
54,title.title_queries.txt,55,title,title,come,7356,0.29094510%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
55,title.title_queries.txt,56,title,title,cor,9765,0.38622607%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
56,title.title_queries.txt,57,title,title,cous,594,0.02349394%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,144,155,0,11,0
57,title.title_queries.txt,58,title,title,cov,2669,0.10556450%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
58,title.title_queries.txt,59,title,title,d,798058,31.56485434%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
59,title.title_queries.txt,60,title,title,da,117428,4.64452172%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
60,title.title_queries.txt,61,title,title,dak,992,0.03923566%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,154,155,0,1,0
61,title.title_queries.txt,62,title,title,de,243530,9.63211819%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
62,title.title_queries.txt,63,title,title,der,54389,2.15119811%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
63,title.title_queries.txt,64,title,title,des,22764,0.90036356%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
64,title.title_queries.txt,65,title,title,di,108536,4.29282462%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
65,title.title_queries.txt,66,title,title,die,25578,1.01166312%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
66,title.title_queries.txt,67,title,title,divi,1358,0.05371173%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,154,155,0,1,0
67,title.title_queries.txt,68,title,title,do,89858,3.55407086%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
68,title.title_queries.txt,69,title,title,dr.,1942,0.07681014%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
69,title.title_queries.txt,70,title,title,ea,133235,5.26972146%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
70,title.title_queries.txt,71,title,title,edu,1873,0.07408105%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
71,title.title_queries.txt,72,title,title,eri,30217,1.19514522%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
72,title.title_queries.txt,73,title,title,erot,942,0.03725806%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,130,155,0,25,0
73,title.title_queries.txt,74,title,title,fa,56450,2.23271495%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
74,title.title_queries.txt,75,title,title,fen,3410,0.13487259%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
75,title.title_queries.txt,76,title,title,fes,5549,0.21947450%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
76,title.title_queries.txt,77,title,title,foo,5502,0.21761555%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
77,title.title_queries.txt,78,title,title,fro,14404,0.56970817%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
78,title.title_queries.txt,79,title,title,ge,115800,4.58013093%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
79,title.title_queries.txt,80,title,title,gh,52781,2.08759837%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
80,title.title_queries.txt,81,title,title,gi,48835,1.93152586%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
81,title.title_queries.txt,82,title,title,gra,16829,0.66562196%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
82,title.title_queries.txt,83,title,title,grand,4086,0.16160980%,3,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
83,title.title_queries.txt,84,title,title,great,5476,0.21658719%,3,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
84,title.title_queries.txt,85,title,title,ha,141087,5.58028440%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
85,title.title_queries.txt,86,title,title,he,431607,17.07095485%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
86,title.title_queries.txt,87,title,title,hel,11222,0.44385345%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
87,title.title_queries.txt,88,title,title,her,47843,1.89229019%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
88,title.title_queries.txt,89,title,title,hig,5713,0.22596104%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
89,title.title_queries.txt,90,title,title,hir,5584,0.22085882%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
90,title.title_queries.txt,91,title,title,his,14750,0.58339319%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
91,title.title_queries.txt,92,title,title,ho,126941,5.02078066%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
92,title.title_queries.txt,93,title,title,hu,30820,1.21899512%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
93,title.title_queries.txt,94,title,title,il,127891,5.05835514%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
94,title.title_queries.txt,95,title,title,ill,39607,1.56653926%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
95,title.title_queries.txt,96,title,title,imper,676,0.02673721%,3,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,148,155,0,7,0
96,title.title_queries.txt,97,title,title,in,389974,15.42428308%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
97,title.title_queries.txt,98,title,title,inde,4144,0.16390382%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
98,title.title_queries.txt,99,title,title,indian,1392,0.05505650%,4,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,149,155,0,6,0
99,title.title_queries.txt,100,title,title,ins,17897,0.70786359%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
100,title.title_queries.txt,101,title,title,isla,3332,0.13178753%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
101,title.title_queries.txt,102,title,title,it,154592,6.11443524%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
102,title.title_queries.txt,103,title,title,je,25581,1.01178177%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
103,title.title_queries.txt,104,title,title,jona,596,0.02357304%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,144,155,0,11,0
104,title.title_queries.txt,105,title,title,jou,4379,0.17319856%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
105,title.title_queries.txt,106,title,title,ka,59265,2.34405406%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
106,title.title_queries.txt,107,title,title,kne,1877,0.07423926%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
107,title.title_queries.txt,108,title,title,la,186775,7.38733985%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
108,title.title_queries.txt,109,title,title,le,230160,9.10330687%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
109,title.title_queries.txt,110,title,title,li,162353,6.42139894%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
110,title.title_queries.txt,111,title,title,lie,17290,0.68385547%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
111,title.title_queries.txt,112,title,title,life,10978,0.43420274%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
112,title.title_queries.txt,113,title,title,lisa,1037,0.04101551%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,153,155,0,2,0
113,title.title_queries.txt,114,title,title,livi,2949,0.11663909%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
114,title.title_queries.txt,115,title,title,lo,125003,4.94412873%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
115,title.title_queries.txt,116,title,title,loc,5540,0.21911853%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
116,title.title_queries.txt,117,title,title,loca,917,0.03626926%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,152,155,0,3,0
117,title.title_queries.txt,118,title,title,ma,191429,7.57141524%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
118,title.title_queries.txt,119,title,title,male,1638,0.06478631%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
119,title.title_queries.txt,120,title,title,man,50571,2.00018827%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
120,title.title_queries.txt,121,title,title,meg,1576,0.06233408%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
121,title.title_queries.txt,122,title,title,miss,6195,0.24502514%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
122,title.title_queries.txt,123,title,title,mode,2952,0.11675774%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
123,title.title_queries.txt,124,title,title,mon,24315,0.96170884%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
124,title.title_queries.txt,125,title,title,moon,3182,0.12585472%,2,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
125,title.title_queries.txt,126,title,title,my,26265,1.03883540%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
126,title.title_queries.txt,127,title,title,má,2062,0.08155639%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,150,155,0,5,0
127,title.title_queries.txt,128,title,title,na,121723,4.81439791%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
128,title.title_queries.txt,129,title,title,ne,173203,6.85053902%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
129,title.title_queries.txt,130,title,title,no,100365,3.96964457%,0,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
130,title.title_queries.txt,131,title,title,nom,2325,0.09195859%,1,32,0,0,concatenated_block_infix_fingerprint_internal_entropy_equivalence_classes_32bit,block_infix_fingerprint_v000.json,155,620,155,155,0,0,0
