metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,6,csh,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,7,(ph,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,8,b.l,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,9,w/f,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,10,w/h,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,11,ugf,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,12,uuf,13,155,0.08387096774193549
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,13,wyj,13,155,0.08387096774193549
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,14,": """,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.1,title,title,15,/od,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,0, -a,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,1, f',15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,2, mz,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,3,'v',15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,4,2..,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,5,tnj,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,6,csh,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,7,(ph,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,8,b.l,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,9,w/f,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,10,w/h,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,11,ugf,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,12,uuf,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,13,wyj,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,14,": """,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,15,/od,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,16,t.d,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,17,hnf,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,18,c-r,12,155,0.07741935483870968
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,19,h/o,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,20,dsy,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,21,ph/,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,22,p!/,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,23,gn',9,155,0.05806451612903226
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,24,",2,",10,155,0.06451612903225806
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,3,0.05,0.1,title,title,25, 2b,10,155,0.06451612903225806
